Mun;Assistente Social;Enfermeiro;Fisioterapeuta;Fonoaudiólogo;Nutricionista;Odontólogo;Psicólogo;Psiquiatra;Total
140028 Iracema;1.0;10.0;2.0;0.0;1.0;2.0;2.0;0.0;18.0
140030 Mucajaí;2.0;7.0;4.0;0.0;0.0;3.0;3.0;0.0;19.0
140040 Normandia;2.0;17.0;2.0;0.0;1.0;3.0;2.0;0.0;27.0
140045 Pacaraima;2.0;13.0;1.0;0.0;2.0;1.0;2.0;0.0;21.0
140047 Rorainópolis;7.0;43.0;13.0;2.0;3.0;1.0;7.0;0.0;76.0
140050 São João da Baliza;1.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;7.0
140060 São Luiz;0.0;6.0;0.0;0.0;0.0;2.0;1.0;0.0;9.0
140070 Uiramutã;1.0;15.0;1.0;0.0;1.0;2.0;1.0;0.0;21.0
150010 Abaetetuba;20.0;138.0;28.0;8.0;14.0;29.0;17.0;2.0;256.0
150013 Abel Figueiredo;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0
150020 Acará;3.0;9.0;4.0;1.0;1.0;0.0;1.0;0.0;19.0
150030 Afuá;1.0;9.0;2.0;0.0;1.0;0.0;1.0;0.0;14.0
150034 Água Azul do Norte;4.0;14.0;3.0;0.0;1.0;0.0;2.0;0.0;24.0
150040 Alenquer;4.0;12.0;4.0;1.0;1.0;1.0;3.0;0.0;26.0
150050 Almeirim;2.0;23.0;8.0;1.0;1.0;5.0;4.0;0.0;44.0
150060 Altamira;18.0;209.0;36.0;10.0;19.0;9.0;21.0;2.0;324.0
150070 Anajás;1.0;7.0;1.0;0.0;2.0;2.0;0.0;0.0;13.0
150080 Ananindeua;108.0;388.0;111.0;30.0;49.0;56.0;72.0;5.0;819.0
150085 Anapu;2.0;15.0;2.0;1.0;1.0;0.0;1.0;0.0;22.0
150090 Augusto Corrêa;6.0;9.0;4.0;2.0;3.0;2.0;3.0;1.0;30.0
150095 Aurora do Pará;4.0;9.0;2.0;1.0;1.0;0.0;1.0;0.0;18.0
150100 Aveiro;0.0;13.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0
150110 Bagre;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0
150120 Baião;4.0;7.0;2.0;0.0;4.0;1.0;2.0;0.0;20.0
150125 Bannach;1.0;5.0;1.0;0.0;1.0;2.0;1.0;0.0;11.0
150130 Barcarena;20.0;96.0;34.0;9.0;20.0;26.0;25.0;2.0;232.0
150140 Belém;481.0;1726.0;765.0;250.0;334.0;558.0;472.0;38.0;4624.0
150145 Belterra;1.0;8.0;2.0;0.0;0.0;2.0;0.0;0.0;13.0
150150 Benevides;19.0;41.0;12.0;0.0;9.0;5.0;8.0;1.0;95.0
150157 Bom Jesus do Tocantins;2.0;9.0;4.0;1.0;2.0;2.0;1.0;0.0;21.0
150160 Bonito;1.0;6.0;3.0;1.0;1.0;0.0;1.0;0.0;13.0
150170 Bragança;29.0;105.0;22.0;7.0;12.0;23.0;23.0;0.0;221.0
150172 Brasil Novo;1.0;12.0;1.0;1.0;1.0;1.0;1.0;0.0;18.0
150175 Brejo Grande do Araguaia;1.0;4.0;1.0;0.0;1.0;0.0;1.0;0.0;8.0
150178 Breu Branco;4.0;40.0;4.0;1.0;2.0;0.0;2.0;0.0;53.0
150180 Breves;15.0;67.0;8.0;3.0;7.0;10.0;5.0;1.0;116.0
150190 Bujaru;5.0;5.0;2.0;0.0;2.0;3.0;2.0;1.0;20.0
150200 Cachoeira do Arari;1.0;3.0;1.0;1.0;2.0;1.0;1.0;0.0;10.0
150195 Cachoeira do Piriá;6.0;10.0;3.0;0.0;2.0;1.0;2.0;0.0;24.0
150210 Cametá;32.0;77.0;17.0;3.0;13.0;22.0;3.0;0.0;167.0
150215 Canaã dos Carajás;5.0;84.0;23.0;7.0;7.0;43.0;20.0;1.0;190.0
150220 Capanema;18.0;55.0;22.0;5.0;10.0;14.0;14.0;2.0;140.0
150230 Capitão Poço;6.0;12.0;4.0;1.0;2.0;1.0;2.0;0.0;28.0
150240 Castanhal;42.0;182.0;59.0;15.0;24.0;34.0;29.0;0.0;385.0
150250 Chaves;1.0;10.0;1.0;0.0;0.0;3.0;1.0;0.0;16.0
150260 Colares;2.0;6.0;1.0;0.0;1.0;0.0;1.0;0.0;11.0
150270 Conceição do Araguaia;8.0;43.0;8.0;1.0;4.0;11.0;11.0;0.0;86.0
150275 Concórdia do Pará;1.0;7.0;2.0;0.0;1.0;1.0;1.0;0.0;13.0
150276 Cumaru do Norte;1.0;11.0;1.0;0.0;0.0;2.0;1.0;0.0;16.0
150277 Curionópolis;2.0;9.0;4.0;1.0;1.0;2.0;2.0;0.0;21.0
150280 Curralinho;3.0;11.0;2.0;1.0;2.0;2.0;2.0;0.0;23.0
150285 Curuá;0.0;10.0;1.0;0.0;1.0;2.0;1.0;0.0;15.0
150290 Curuçá;2.0;10.0;4.0;1.0;2.0;5.0;3.0;0.0;27.0
150293 Dom Eliseu;3.0;30.0;6.0;1.0;4.0;11.0;3.0;1.0;59.0
150295 Eldorado dos Carajás;6.0;8.0;4.0;4.0;1.0;0.0;2.0;0.0;25.0
150300 Faro;1.0;11.0;2.0;0.0;1.0;3.0;1.0;0.0;19.0
150304 Floresta do Araguaia;1.0;12.0;1.0;0.0;1.0;0.0;1.0;0.0;16.0
150307 Garrafão do Norte;2.0;13.0;2.0;1.0;1.0;0.0;1.0;1.0;21.0
150309 Goianésia do Pará;3.0;15.0;4.0;1.0;2.0;0.0;1.0;0.0;26.0
150310 Gurupá;2.0;7.0;2.0;0.0;1.0;1.0;1.0;0.0;14.0
150320 Igarapé-Açu;5.0;18.0;4.0;1.0;7.0;3.0;5.0;1.0;44.0
150330 Igarapé-Miri;5.0;18.0;4.0;0.0;5.0;3.0;5.0;0.0;40.0
150340 Inhangapi;4.0;6.0;1.0;0.0;1.0;0.0;1.0;0.0;13.0
150345 Ipixuna do Pará;3.0;31.0;3.0;0.0;4.0;3.0;2.0;0.0;46.0
150350 Irituia;3.0;10.0;2.0;0.0;2.0;2.0;1.0;0.0;20.0
150360 Itaituba;13.0;112.0;18.0;5.0;5.0;9.0;11.0;1.0;174.0
150370 Itupiranga;4.0;22.0;8.0;0.0;2.0;2.0;3.0;0.0;41.0
150375 Jacareacanga;2.0;31.0;0.0;0.0;2.0;2.0;0.0;0.0;37.0
150380 Jacundá;2.0;20.0;5.0;1.0;3.0;1.0;2.0;0.0;34.0
150390 Juruti;4.0;40.0;10.0;1.0;2.0;7.0;5.0;0.0;69.0
150400 Limoeiro do Ajuru;3.0;10.0;1.0;0.0;2.0;1.0;3.0;0.0;20.0
150405 Mãe do Rio;8.0;8.0;5.0;1.0;2.0;0.0;6.0;0.0;30.0
150410 Magalhães Barata;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
150420 Marabá;36.0;215.0;83.0;24.0;28.0;76.0;33.0;0.0;495.0
150430 Maracanã;3.0;12.0;2.0;0.0;1.0;4.0;1.0;0.0;23.0
150440 Marapanim;4.0;10.0;2.0;0.0;1.0;0.0;1.0;0.0;18.0
150442 Marituba;32.0;77.0;10.0;3.0;11.0;21.0;17.0;0.0;171.0
150445 Medicilândia;3.0;9.0;3.0;0.0;0.0;2.0;2.0;1.0;20.0
150450 Melgaço;3.0;5.0;1.0;0.0;2.0;0.0;2.0;0.0;13.0
150460 Mocajuba;4.0;12.0;3.0;1.0;2.0;7.0;1.0;0.0;30.0
150470 Moju;6.0;15.0;5.0;0.0;3.0;10.0;2.0;0.0;41.0
150475 Mojuí dos Campos;1.0;12.0;1.0;0.0;0.0;1.0;0.0;0.0;15.0
150480 Monte Alegre;1.0;24.0;4.0;1.0;1.0;1.0;1.0;0.0;33.0
150490 Muaná;1.0;5.0;4.0;0.0;2.0;0.0;1.0;0.0;13.0
150495 Nova Esperança do Piriá;1.0;7.0;1.0;0.0;1.0;1.0;1.0;0.0;12.0
150497 Nova Ipixuna;3.0;5.0;2.0;0.0;1.0;3.0;1.0;0.0;15.0
150500 Nova Timboteua;2.0;5.0;2.0;0.0;1.0;0.0;1.0;0.0;11.0
150503 Novo Progresso;3.0;30.0;5.0;1.0;3.0;2.0;3.0;0.0;47.0
150506 Novo Repartimento;5.0;40.0;8.0;1.0;2.0;0.0;2.0;0.0;58.0
150510 Óbidos;2.0;33.0;11.0;1.0;0.0;5.0;5.0;1.0;58.0
150520 Oeiras do Pará;2.0;9.0;0.0;0.0;1.0;0.0;1.0;0.0;13.0
150530 Oriximiná;5.0;63.0;19.0;8.0;7.0;9.0;11.0;0.0;122.0
150540 Ourém;2.0;7.0;2.0;0.0;2.0;0.0;2.0;0.0;15.0
150543 Ourilândia do Norte;4.0;20.0;4.0;4.0;2.0;9.0;5.0;1.0;49.0
150548 Pacajá;5.0;16.0;2.0;0.0;1.0;1.0;1.0;0.0;26.0
150549 Palestina do Pará;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
150550 Paragominas;14.0;90.0;14.0;8.0;7.0;36.0;12.0;0.0;181.0
150553 Parauapebas;52.0;276.0;70.0;30.0;33.0;142.0;57.0;4.0;664.0
150555 Pau D'Arco;1.0;10.0;1.0;0.0;0.0;1.0;1.0;0.0;14.0
150560 Peixe-Boi;2.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;9.0
150563 Piçarra;0.0;3.0;2.0;0.0;1.0;0.0;2.0;0.0;8.0
150565 Placas;1.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0
150570 Ponta de Pedras;2.0;5.0;2.0;0.0;2.0;3.0;0.0;0.0;14.0
150580 Portel;4.0;22.0;3.0;1.0;2.0;1.0;2.0;0.0;35.0
150590 Porto de Moz;3.0;11.0;2.0;1.0;1.0;0.0;2.0;0.0;20.0
150600 Prainha;1.0;17.0;0.0;0.0;0.0;1.0;2.0;0.0;21.0
150610 Primavera;1.0;5.0;1.0;0.0;1.0;1.0;1.0;1.0;11.0
150611 Quatipuru;1.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;7.0
150613 Redenção;16.0;98.0;28.0;10.0;11.0;7.0;13.0;0.0;183.0
150616 Rio Maria;2.0;11.0;3.0;1.0;1.0;1.0;4.0;0.0;23.0
150618 Rondon do Pará;3.0;5.0;4.0;2.0;2.0;7.0;3.0;0.0;26.0
150619 Rurópolis;3.0;11.0;4.0;1.0;1.0;0.0;2.0;0.0;22.0
150620 Salinópolis;4.0;18.0;3.0;1.0;3.0;2.0;2.0;1.0;34.0
150630 Salvaterra;2.0;5.0;1.0;1.0;2.0;1.0;2.0;0.0;14.0
150635 Santa Bárbara do Pará;0.0;16.0;3.0;0.0;1.0;5.0;1.0;0.0;26.0
150640 Santa Cruz do Arari;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0
150650 Santa Izabel do Pará;17.0;25.0;2.0;1.0;4.0;11.0;14.0;0.0;74.0
150655 Santa Luzia do Pará;3.0;10.0;1.0;0.0;1.0;1.0;1.0;0.0;17.0
150658 Santa Maria das Barreiras;2.0;8.0;2.0;0.0;1.0;2.0;3.0;0.0;18.0
150660 Santa Maria do Pará;1.0;7.0;4.0;1.0;0.0;3.0;2.0;0.0;18.0
150670 Santana do Araguaia;8.0;18.0;8.0;1.0;1.0;9.0;4.0;1.0;50.0
150680 Santarém;38.0;362.0;99.0;16.0;24.0;34.0;40.0;2.0;615.0
150690 Santarém Novo;1.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0
150700 Santo Antônio do Tauá;4.0;8.0;2.0;0.0;2.0;1.0;1.0;0.0;18.0
150710 São Caetano de Odivelas;4.0;8.0;0.0;0.0;3.0;0.0;1.0;0.0;16.0
150715 São Domingos do Araguaia;3.0;5.0;4.0;0.0;1.0;0.0;1.0;1.0;15.0
150720 São Domingos do Capim;6.0;27.0;3.0;0.0;1.0;2.0;3.0;0.0;42.0
150730 São Félix do Xingu;8.0;32.0;4.0;0.0;2.0;8.0;2.0;0.0;56.0
150740 São Francisco do Pará;2.0;4.0;1.0;0.0;1.0;0.0;1.0;0.0;9.0
150745 São Geraldo do Araguaia;2.0;10.0;4.0;0.0;1.0;3.0;2.0;0.0;22.0
150746 São João da Ponta;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0
150747 São João de Pirabas;5.0;8.0;1.0;0.0;2.0;1.0;1.0;0.0;18.0
150750 São João do Araguaia;1.0;3.0;1.0;0.0;1.0;3.0;1.0;0.0;10.0
150760 São Miguel do Guamá;7.0;9.0;2.0;1.0;3.0;4.0;2.0;0.0;28.0
150770 São Sebastião da Boa Vista;0.0;3.0;1.0;0.0;2.0;1.0;0.0;0.0;7.0
150775 Sapucaia;1.0;7.0;1.0;0.0;1.0;0.0;1.0;0.0;11.0
150780 Senador José Porfírio;0.0;4.0;1.0;0.0;0.0;2.0;1.0;0.0;8.0
150790 Soure;2.0;4.0;3.0;1.0;1.0;1.0;1.0;0.0;13.0
150795 Tailândia;7.0;51.0;8.0;3.0;6.0;14.0;6.0;0.0;95.0
150796 Terra Alta;2.0;6.0;0.0;0.0;1.0;0.0;1.0;0.0;10.0
150797 Terra Santa;2.0;20.0;3.0;0.0;0.0;0.0;1.0;0.0;26.0
150800 Tomé-Açu;5.0;25.0;8.0;1.0;3.0;4.0;3.0;0.0;49.0
150803 Tracuateua;5.0;7.0;1.0;0.0;3.0;1.0;0.0;0.0;17.0
150805 Trairão;1.0;8.0;2.0;0.0;1.0;0.0;1.0;0.0;13.0
150808 Tucumã;3.0;16.0;9.0;1.0;1.0;13.0;6.0;0.0;49.0
150810 Tucuruí;31.0;170.0;35.0;7.0;16.0;22.0;18.0;2.0;301.0
150812 Ulianópolis;6.0;17.0;8.0;1.0;4.0;9.0;5.0;1.0;51.0
150815 Uruará;2.0;9.0;4.0;0.0;1.0;3.0;3.0;0.0;22.0
150820 Vigia;7.0;15.0;4.0;0.0;2.0;0.0;4.0;0.0;32.0
150830 Viseu;6.0;6.0;4.0;0.0;2.0;2.0;1.0;0.0;21.0
150835 Vitória do Xingu;4.0;29.0;3.0;2.0;1.0;3.0;2.0;1.0;45.0
150840 Xinguara;5.0;30.0;10.0;3.0;4.0;4.0;6.0;0.0;62.0
160010 Amapá;1.0;12.0;2.0;0.0;2.0;1.0;1.0;0.0;19.0
160020 Calçoene;1.0;13.0;1.0;0.0;1.0;1.0;1.0;0.0;18.0
160021 Cutias;1.0;8.0;1.0;0.0;0.0;1.0;1.0;0.0;12.0
160023 Ferreira Gomes;2.0;22.0;1.0;0.0;2.0;1.0;2.0;0.0;30.0
160025 Itaubal;1.0;6.0;2.0;0.0;1.0;0.0;1.0;0.0;11.0
160027 Laranjal do Jari;7.0;39.0;13.0;3.0;4.0;2.0;6.0;1.0;75.0
160030 Macapá;126.0;754.0;299.0;61.0;122.0;190.0;142.0;5.0;1699.0
160040 Mazagão;4.0;16.0;6.0;0.0;2.0;4.0;3.0;0.0;35.0
160050 Oiapoque;3.0;21.0;5.0;0.0;2.0;5.0;4.0;0.0;40.0
160015 Pedra Branca do Amapari;2.0;19.0;4.0;2.0;3.0;6.0;2.0;0.0;38.0
160053 Porto Grande;2.0;20.0;7.0;0.0;1.0;2.0;2.0;0.0;34.0
160055 Pracuúba;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0
160060 Santana;22.0;117.0;41.0;8.0;21.0;20.0;28.0;0.0;257.0
160005 Serra do Navio;1.0;6.0;3.0;0.0;3.0;1.0;1.0;0.0;15.0
160070 Tartarugalzinho;3.0;15.0;6.0;1.0;1.0;4.0;4.0;0.0;34.0
160080 Vitória do Jari;1.0;6.0;1.0;0.0;1.0;0.0;1.0;0.0;10.0
170025 Abreulândia;1.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;6.0
170030 Aguiarnópolis;0.0;4.0;1.0;0.0;0.0;2.0;1.0;0.0;8.0
170035 Aliança do Tocantins;1.0;8.0;3.0;0.0;0.0;0.0;1.0;0.0;13.0
170040 Almas;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;5.0
170070 Alvorada;3.0;19.0;5.0;2.0;1.0;2.0;3.0;0.0;35.0
170100 Ananás;2.0;8.0;1.0;0.0;0.0;1.0;2.0;0.0;14.0
170105 Angico;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0
170110 Aparecida do Rio Negro;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0
170130 Aragominas;1.0;8.0;1.0;0.0;0.0;0.0;2.0;0.0;12.0
170190 Araguacema;1.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;6.0
170200 Araguaçu;4.0;16.0;5.0;1.0;2.0;2.0;4.0;0.0;34.0
170210 Araguaína;74.0;542.0;107.0;24.0;38.0;105.0;50.0;6.0;946.0
170215 Araguanã;1.0;5.0;1.0;0.0;1.0;2.0;1.0;0.0;11.0
170220 Araguatins;4.0;19.0;3.0;0.0;1.0;5.0;4.0;1.0;37.0
170230 Arapoema;3.0;14.0;2.0;0.0;1.0;1.0;1.0;0.0;22.0
170240 Arraias;3.0;24.0;4.0;1.0;4.0;8.0;4.0;0.0;48.0
170255 Augustinópolis;16.0;97.0;15.0;2.0;4.0;8.0;5.0;1.0;148.0
170270 Aurora do Tocantins;1.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;8.0
170290 Axixá do Tocantins;2.0;4.0;2.0;0.0;1.0;2.0;1.0;0.0;12.0
170300 Babaçulândia;0.0;12.0;0.0;0.0;0.0;0.0;1.0;0.0;13.0
170305 Bandeirantes do Tocantins;0.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0
170307 Barra do Ouro;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0
170310 Barrolândia;3.0;4.0;3.0;1.0;2.0;1.0;2.0;0.0;16.0
170320 Bernardo Sayão;1.0;4.0;1.0;0.0;2.0;1.0;2.0;0.0;11.0
170330 Bom Jesus do Tocantins;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0
170360 Brasilândia do Tocantins;1.0;3.0;2.0;0.0;1.0;0.0;1.0;0.0;8.0
170370 Brejinho de Nazaré;0.0;6.0;0.0;0.0;1.0;1.0;0.0;0.0;8.0
170380 Buriti do Tocantins;2.0;6.0;0.0;0.0;1.0;1.0;1.0;0.0;11.0
170382 Cachoeirinha;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0
170384 Campos Lindos;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0
170386 Cariri do Tocantins;2.0;10.0;2.0;0.0;0.0;3.0;2.0;0.0;19.0
170388 Carmolândia;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0
170389 Carrasco Bonito;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;6.0
170390 Caseara;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0
170410 Centenário;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0
170510 Chapada da Natividade;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0
170460 Chapada de Areia;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
170550 Colinas do Tocantins;10.0;27.0;8.0;7.0;3.0;11.0;12.0;1.0;79.0
171670 Colméia;2.0;8.0;2.0;0.0;1.0;2.0;1.0;0.0;16.0
170555 Combinado;2.0;6.0;2.0;0.0;0.0;1.0;1.0;0.0;12.0
170560 Conceição do Tocantins;1.0;5.0;1.0;0.0;1.0;1.0;1.0;0.0;10.0
170600 Couto Magalhães;0.0;9.0;1.0;0.0;0.0;1.0;2.0;0.0;13.0
170610 Cristalândia;1.0;5.0;2.0;0.0;0.0;2.0;0.0;0.0;10.0
170625 Crixás do Tocantins;1.0;5.0;1.0;0.0;1.0;0.0;1.0;0.0;9.0
170650 Darcinópolis;1.0;5.0;1.0;0.0;0.0;2.0;0.0;0.0;9.0
170700 Dianópolis;5.0;24.0;7.0;1.0;1.0;3.0;7.0;1.0;49.0
170710 Divinópolis do Tocantins;1.0;8.0;2.0;0.0;1.0;1.0;1.0;0.0;14.0
170720 Dois Irmãos do Tocantins;2.0;5.0;2.0;0.0;0.0;0.0;1.0;0.0;10.0
170730 Dueré;1.0;4.0;2.0;0.0;0.0;0.0;1.0;0.0;8.0
170740 Esperantina;1.0;4.0;1.0;0.0;1.0;0.0;1.0;0.0;8.0
170755 Fátima;0.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;5.0
170765 Figueirópolis;1.0;10.0;4.0;0.0;0.0;0.0;1.0;0.0;16.0
170770 Filadélfia;0.0;4.0;2.0;0.0;1.0;0.0;1.0;0.0;8.0
170820 Formoso do Araguaia;2.0;21.0;2.0;1.0;2.0;3.0;7.0;0.0;38.0
170825 Fortaleza do Tabocão;2.0;9.0;2.0;1.0;1.0;2.0;3.0;0.0;20.0
170830 Goianorte;0.0;4.0;3.0;0.0;0.0;0.0;1.0;0.0;8.0
170900 Goiatins;1.0;7.0;2.0;0.0;1.0;0.0;0.0;0.0;11.0
170930 Guaraí;11.0;55.0;18.0;3.0;2.0;8.0;7.0;1.0;105.0
170950 Gurupi;31.0;221.0;77.0;11.0;12.0;66.0;53.0;1.0;472.0
170980 Ipueiras;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0
171050 Itacajá;1.0;12.0;2.0;0.0;1.0;2.0;1.0;0.0;19.0
171070 Itaguatins;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;6.0
171090 Itapiratins;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0
171110 Itaporã do Tocantins;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0
171150 Jaú do Tocantins;0.0;5.0;1.0;0.0;0.0;0.0;1.0;0.0;7.0
171180 Juarina;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0
171190 Lagoa da Confusão;1.0;6.0;2.0;1.0;0.0;1.0;1.0;0.0;12.0
171195 Lagoa do Tocantins;1.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0
171200 Lajeado;1.0;4.0;1.0;0.0;0.0;2.0;2.0;0.0;10.0
171215 Lavandeira;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0
171240 Lizarda;0.0;1.0;2.0;0.0;0.0;0.0;2.0;0.0;5.0
171245 Luzinópolis;1.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;6.0
171250 Marianópolis do Tocantins;1.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;5.0
171270 Mateiros;1.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;7.0
171280 Maurilândia do Tocantins;1.0;5.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0
171320 Miracema do Tocantins;14.0;53.0;19.0;1.0;4.0;9.0;6.0;0.0;106.0
171330 Miranorte;2.0;12.0;5.0;0.0;1.0;6.0;1.0;0.0;27.0
171360 Monte do Carmo;0.0;9.0;3.0;0.0;3.0;1.0;3.0;0.0;19.0
171370 Monte Santo do Tocantins;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0
171395 Muricilândia;1.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;7.0
171420 Natividade;2.0;9.0;3.0;0.0;1.0;2.0;1.0;0.0;18.0
171430 Nazaré;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;4.0
171488 Nova Olinda;4.0;10.0;3.0;1.0;0.0;1.0;2.0;0.0;21.0
171500 Nova Rosalândia;0.0;6.0;2.0;0.0;0.0;0.0;1.0;0.0;9.0
171510 Novo Acordo;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0
171515 Novo Alegre;1.0;6.0;1.0;0.0;1.0;1.0;1.0;0.0;11.0
171525 Novo Jardim;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
171550 Oliveira de Fátima;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0
172100 Palmas;219.0;914.0;283.0;64.0;80.0;226.0;164.0;13.0;1963.0
171570 Palmeirante;0.0;5.0;1.0;0.0;0.0;2.0;0.0;0.0;8.0
171380 Palmeiras do Tocantins;1.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;7.0
171575 Palmeirópolis;1.0;10.0;2.0;0.0;1.0;2.0;1.0;0.0;17.0
171610 Paraíso do Tocantins;16.0;77.0;25.0;3.0;4.0;10.0;13.0;1.0;149.0
171620 Paranã;1.0;7.0;3.0;0.0;1.0;1.0;1.0;0.0;14.0
171630 Pau D'Arco;1.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;8.0
171650 Pedro Afonso;8.0;27.0;4.0;1.0;1.0;5.0;4.0;0.0;50.0
171660 Peixe;1.0;6.0;2.0;0.0;1.0;1.0;2.0;0.0;13.0
171665 Pequizeiro;2.0;3.0;1.0;0.0;0.0;2.0;4.0;1.0;13.0
171700 Pindorama do Tocantins;1.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0
171720 Piraquê;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0
171750 Pium;1.0;3.0;2.0;0.0;1.0;1.0;1.0;0.0;9.0
171780 Ponte Alta do Bom Jesus;0.0;7.0;1.0;0.0;1.0;0.0;1.0;0.0;10.0
171790 Ponte Alta do Tocantins;2.0;7.0;3.0;0.0;0.0;0.0;2.0;0.0;14.0
171800 Porto Alegre do Tocantins;1.0;4.0;2.0;0.0;0.0;0.0;1.0;0.0;8.0
171820 Porto Nacional;45.0;176.0;51.0;6.0;9.0;53.0;20.0;3.0;363.0
171830 Praia Norte;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
171840 Presidente Kennedy;0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;5.0
171845 Pugmil;1.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0
171850 Recursolândia;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0
171855 Riachinho;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
171865 Rio da Conceição;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;4.0
171870 Rio dos Bois;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0
171875 Rio Sono;1.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;8.0
171880 Sampaio;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
171884 Sandolândia;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0
171886 Santa Fé do Araguaia;1.0;3.0;0.0;0.0;1.0;1.0;2.0;0.0;8.0
171888 Santa Maria do Tocantins;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0
171889 Santa Rita do Tocantins;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;7.0
171890 Santa Rosa do Tocantins;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0
171900 Santa Tereza do Tocantins;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0
172000 Santa Terezinha do Tocantins;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
172010 São Bento do Tocantins;1.0;1.0;0.0;0.0;1.0;4.0;0.0;0.0;7.0
172015 São Félix do Tocantins;0.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;8.0
172020 São Miguel do Tocantins;2.0;5.0;1.0;0.0;2.0;3.0;1.0;0.0;14.0
172025 São Salvador do Tocantins;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;4.0
172030 São Sebastião do Tocantins;1.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;8.0
172049 São Valério;0.0;7.0;1.0;0.0;0.0;0.0;1.0;0.0;9.0
